iter,fes,curr_bestf,bestf,time,distance_history,distance_gen,distance_train,d1_loss,d1_real,d1_fake,d1_Wdistance,d2_loss,d2_real,d2_fake,d2_Wdistance,g_loss,g_d1_loss,g_d2_loss,spread_history,spread_gen,spread_train,best_x
0,150,0.26338503,0.26338503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[4.767611  1.0484552]
1,180,7.4172514356408525,0.26338502764701843,65.89938497543335,0.40575224957216954,0.9911382879896915,0.40575224957216954,0.6902951002120972,-0.41331830620765686,0.22562776505947113,-0.6389460563659668,0.6502950191497803,-3.3175551891326904,-2.904949426651001,-0.41260576248168945,0.684999942779541,0.14865729212760925,-2.778857469558716,3.0243933,2.635901,3.0243933,[4.767611  1.0484552]
11,480,0.9623536366361805,0.26338502764701843,99.69645929336548,0.27899149730795536,0.722377516989189,0.27899149730795536,-0.40941107273101807,5.936644554138184,5.485284328460693,0.45136022567749023,-4.257688522338867,10.059477806091309,5.512110233306885,4.547367572784424,-7.143285274505615,5.453634738922119,5.632168769836426,2.7277648,2.8486402,2.7277648,[4.767611  1.0484552]
14,570,0.2364366871921746,0.23643667995929718,109.89727258682251,0.2361068616732316,0.6526961061950691,0.2361068616732316,-0.47607922554016113,8.343352317810059,7.816721439361572,0.5266308784484863,-3.7262330055236816,9.029321670532227,4.9878997802734375,4.041421890258789,-9.387941360473633,7.855637073516846,5.10767936706543,2.6118486,2.893795,2.6118486,[ 4.5000916 -1.5073385]
17,660,0.1909848725406924,0.19098487496376038,120.05001926422119,0.19876965712861933,0.564765587942425,0.19876965712861933,-0.28067517280578613,7.82933235168457,7.514160633087158,0.3151717185974121,-3.4786972999572754,9.470575332641602,5.651876926422119,3.8186984062194824,-9.125349044799805,7.509929180145264,5.384731769561768,2.567402,2.661292,2.567402,[ 3.7088044 -2.1841717]
21,780,1.3561162381551162,0.19098487496376038,134.3399293422699,0.15448563401897225,0.5829062218455332,0.15448563401897225,-0.6546053886413574,6.652312755584717,5.957201957702637,0.6951107978820801,-3.851003408432007,9.393311500549316,5.290802955627441,4.102508544921875,-7.562462329864502,6.10563850402832,4.8560791015625,2.5809834,2.4572346,2.5809834,[ 3.7088044 -2.1841717]
31,1080,3.0676623613430793,0.19098487496376038,179.24187684059143,0.12449918662463579,0.6489886828765605,0.12449918662463579,-0.2695900499820709,5.5326924324035645,5.24379825592041,0.2888941764831543,-4.428666114807129,8.763769149780273,3.893847703933716,4.869921684265137,-6.350375175476074,5.1609086990356445,3.964888334274292,2.5653627,2.5876713,2.5653627,[ 3.7088044 -2.1841717]
32,1110,0.13573465123489825,0.1357346475124359,183.72604489326477,0.11597537551331297,0.4886749329713784,0.11597537551331297,-0.5082064867019653,5.285435676574707,4.742961406707764,0.5424742698669434,-3.309690475463867,8.163427352905273,4.418356895446777,3.745070457458496,-6.450414657592773,5.318071365356445,3.774477243423462,2.5512922,2.4675016,2.5512922,[ 4.534524  -1.4572481]
39,1320,0.053053906310281285,0.05305390805006027,207.65760803222656,0.08108373222037511,0.3563612105298069,0.08108373222037511,-0.16249535977840424,7.582952976226807,7.409807205200195,0.17314577102661133,-5.464799404144287,9.001389503479004,3.0108766555786133,5.990512847900391,-8.199636459350586,7.1447367668151855,3.516331672668457,2.5629659,2.5738754,2.5629659,[ 3.2415552 -2.3858824]
41,1380,0.19030634840660277,0.05305390805006027,214.41665840148926,0.07734840198290464,0.3675752725085831,0.07734840198290464,-0.1668340563774109,7.463394641876221,7.269019603729248,0.19437503814697266,-4.793973922729492,9.144267082214355,3.975219488143921,5.1690473556518555,-8.378357887268066,7.41067361831665,3.2256131172180176,2.5548537,2.460156,2.5548537,[ 3.2415552 -2.3858824]
51,1680,1.2682893803270812,0.05305390805006027,248.4891757965088,0.052875644695706804,0.26857302356993595,0.052875644695706804,-0.1947338879108429,5.695620536804199,5.488959312438965,0.20666122436523438,-4.456299304962158,7.795845985412598,2.7691893577575684,5.026656627655029,-6.301486968994141,5.480303764343262,2.7372777462005615,2.534202,2.505574,2.534202,[ 3.2415552 -2.3858824]
61,1980,1.336272634895761,0.05305390805006027,282.3859705924988,0.04128505741339738,0.16070881093308573,0.04128505741339738,-0.13278740644454956,8.073068618774414,7.938953876495361,0.13411474227905273,-5.695037841796875,8.809012413024902,2.4879837036132812,6.321028709411621,-8.85260009765625,8.074613571166992,2.593287944793701,2.549834,2.606453,2.549834,[ 3.2415552 -2.3858824]
71,2280,0.2307696161145678,0.05305390805006027,316.4997329711914,0.03496237687805597,0.18903497916836395,0.03496237687805597,-0.271537721157074,8.246321678161621,7.971109867095947,0.27521181106567383,-5.210812091827393,8.101377487182617,2.306619882583618,5.794757843017578,-8.73513126373291,8.011168479919434,2.413210153579712,2.568175,2.428624,2.568175,[ 3.2415552 -2.3858824]
81,2580,0.5858406815332016,0.05305390805006027,350.6587221622467,0.029645154072887963,0.13887500663702879,0.029645154072887963,-0.10394570976495743,6.332067489624023,6.22369909286499,0.1083683967590332,-6.129617214202881,8.984508514404297,2.2494406700134277,6.735067844390869,-6.813464164733887,6.111824035644531,2.3388006687164307,2.6313677,2.5630078,2.6313677,[ 3.2415552 -2.3858824]
91,2880,0.19233698497854856,0.05305390805006027,384.70552134513855,0.026912684243997783,0.15385042063220233,0.026912684243997783,0.16351935267448425,8.362101554870605,8.519917488098145,-0.15781593322753906,-6.214340686798096,8.63116455078125,1.5681912899017334,7.0629730224609375,-8.893858909606934,8.318902969360352,1.9165210723876953,2.6499398,2.5885193,2.6499398,[ 3.2415552 -2.3858824]
101,3180,0.17547870521096254,0.05305390805006027,418.64934611320496,0.02469406770687725,0.16742353650795286,0.02469406770687725,-0.18311883509159088,10.860735893249512,10.674291610717773,0.18644428253173828,-6.548116207122803,9.181112289428711,1.921141505241394,7.259970664978027,-11.380699157714844,10.77892017364502,2.0059313774108887,2.611149,2.6346323,2.611149,[ 3.2415552 -2.3858824]
111,3480,0.3740596891767858,0.05305390805006027,452.38234066963196,0.021486153989777147,0.20049590245062454,0.021486153989777147,0.06391847133636475,8.478019714355469,8.540543556213379,-0.06252384185791016,-5.3498125076293945,7.937072277069092,1.863793969154358,6.073278427124023,-9.14859676361084,8.625048637390137,1.7451611757278442,2.6528194,2.7871208,2.6528194,[ 3.2415552 -2.3858824]
121,3780,0.2641554842608711,0.05305390805006027,486.3663487434387,0.02143579068254237,0.2135557562200733,0.02143579068254237,-0.3265329897403717,4.5151567459106445,4.178057670593262,0.3370990753173828,-4.692534446716309,8.198881149291992,2.8006417751312256,5.3982391357421875,-5.067270278930664,4.225983619689941,2.804287910461426,2.662623,2.6201682,2.662623,[ 3.2415552 -2.3858824]
131,4080,2.1068028542446537,0.05305390805006027,520.1435420513153,0.020831810958866305,0.23841323569001163,0.020831810958866305,0.04843413829803467,1.9911490678787231,1.9863048791885376,0.004844188690185547,-5.438441753387451,8.879011154174805,2.778892993927002,6.100118160247803,-2.9256603717803955,2.103541612625122,2.7403955459594727,2.668857,2.461819,2.668857,[ 3.2415552 -2.3858824]
141,4380,0.15799962161622716,0.05305390805006027,553.6670665740967,0.02219144773701508,0.1355492069305211,0.02219144773701508,-0.0635041892528534,-1.8412526845932007,-1.9112037420272827,0.06995105743408203,-4.3134050369262695,7.7864861488342285,2.8202691078186035,4.966217041015625,1.0591681003570557,-1.8667312860488892,2.6918771266937256,2.678797,2.630572,2.678797,[ 3.2415552 -2.3858824]
151,4680,0.28798637344176914,0.05305390805006027,587.5035808086395,0.022490137504309483,0.1448754209291367,0.022490137504309483,-0.11172334104776382,-7.149595737457275,-7.269419193267822,0.11982345581054688,-5.932414531707764,9.223125457763672,2.5806262493133545,6.642498970031738,6.375795364379883,-7.194502353668213,2.729022741317749,2.6794748,2.61088,2.6794748,[ 3.2415552 -2.3858824]
161,4980,0.7768536450006458,0.05305390805006027,621.3285963535309,0.021676706780705105,0.1760979554517555,0.021676706780705105,0.02398134209215641,-1.7767727375030518,-1.754429578781128,-0.022343158721923828,-4.854232311248779,7.9595947265625,2.4824302196502686,5.477164268493652,1.0912933349609375,-1.8100682497024536,2.395916223526001,2.6608229,2.6229775,2.6608229,[ 3.2415552 -2.3858824]
171,5280,0.3033091536122674,0.05305390805006027,659.2039353847504,0.021678847411900123,0.1405528356380659,0.021678847411900123,0.03364023193717003,-2.69199275970459,-2.6687204837799072,-0.023272275924682617,-5.920163154602051,8.88045883178711,2.2267379760742188,6.653720855712891,1.9930962324142456,-2.6253912448883057,2.1076500415802,2.6705546,2.625939,2.6705546,[ 3.2415552 -2.3858824]
181,5580,0.2825323141998224,0.05305390805006027,692.9710264205933,0.02101607469110247,0.19771673257023747,0.02101607469110247,-0.10800133645534515,-2.1037776470184326,-2.2884438037872314,0.18466615676879883,-4.270195960998535,7.3442158699035645,2.4528818130493164,4.891334056854248,1.4873943328857422,-2.240023374557495,2.508763074874878,2.6818693,2.748181,2.6818693,[ 3.2415552 -2.3858824]
191,5880,1.3599338999026118,0.05305390805006027,726.7119979858398,0.021646401665101386,0.13587995153263244,0.021646401665101386,-0.1776852160692215,-7.064856052398682,-7.246102333068848,0.18124628067016602,-6.314107894897461,9.291335105895996,2.1536974906921387,7.137637615203857,6.4407219886779785,-7.0905680656433105,2.166154146194458,2.6799872,2.6627538,2.6799872,[ 3.2415552 -2.3858824]
201,6180,0.9673611015707424,0.05305390805006027,760.4555287361145,0.02188718260584936,0.17190232183272683,0.02188718260584936,0.009616176597774029,-6.935393333435059,-6.926314353942871,-0.0090789794921875,-5.185529708862305,8.039437294006348,1.9246426820755005,6.114794731140137,6.302274703979492,-6.929715633392334,2.09147047996521,2.6676517,2.7820504,2.6676517,[ 3.2415552 -2.3858824]
211,6480,1.874085696470198,0.05305390805006027,794.2939374446869,0.02290077235016727,0.1258210922941069,0.02290077235016727,0.3294157385826111,-3.3841679096221924,-3.162001609802246,-0.2221662998199463,-5.969571113586426,8.55475902557373,1.7255769968032837,6.829182147979736,2.5303211212158203,-3.1501893997192383,2.0662271976470947,2.6808167,2.9386659,2.6808167,[ 3.2415552 -2.3858824]
221,6780,0.9703165338904061,0.05305390805006027,828.0610890388489,0.023579634668344333,0.14780812950315295,0.023579634668344333,-0.05761679261922836,-7.00824499130249,-7.070911884307861,0.0626668930053711,-6.198408126831055,8.940178871154785,2.0951969623565674,6.844982147216797,6.238887786865234,-6.89000940322876,2.170405626296997,2.6762888,2.6414597,2.6762888,[ 3.2415552 -2.3858824]
231,7080,0.1194501898128495,0.05305390805006027,861.793297290802,0.023363169002014298,0.11900204941570149,0.023363169002014298,-0.006168507505208254,-0.7880474925041199,-0.8014919757843018,0.013444483280181885,-5.802433013916016,8.380133628845215,1.8031578063964844,6.5769758224487305,0.23210400342941284,-0.770651638507843,1.7951586246490479,2.6855676,2.6506329,2.6855676,[ 3.2415552 -2.3858824]
241,7380,3.45462969974012,0.05305390805006027,895.5579946041107,0.023530833856620824,0.12603043276521414,0.023530833856620824,-0.327057808637619,2.766968250274658,2.427220106124878,0.3397481441497803,-6.4948272705078125,9.69018840789795,2.554565906524658,7.135622501373291,-3.1507136821746826,2.38550066947937,2.5507099628448486,2.7048414,2.5622678,2.7048414,[ 3.2415552 -2.3858824]
251,7680,1.9637112078994052,0.05305390805006027,929.236002445221,0.02302934286587739,0.2200679617497832,0.02302934286587739,-0.1181856021285057,-3.4509165287017822,-3.578620672225952,0.12770414352416992,-5.861936092376709,8.26578426361084,1.7259025573730469,6.539881706237793,2.88019061088562,-3.425014019012451,1.8160781860351562,2.7252097,2.7830994,2.7252097,[ 3.2415552 -2.3858824]
261,7980,0.13552488350515013,0.05305390805006027,962.926563501358,0.023910270016057902,0.10108929676359955,0.023910270016057902,0.012922748923301697,-4.290651321411133,-4.278791427612305,-0.011859893798828125,-5.873379230499268,8.49247932434082,1.824851155281067,6.667628288269043,3.7379422187805176,-4.29838228225708,1.8681339025497437,2.735669,2.6808662,2.735669,[ 3.2415552 -2.3858824]
271,8280,0.44788052118591093,0.05305390805006027,996.8018872737885,0.022845045115201666,0.12220160094865232,0.022845045115201666,0.026385905221104622,-3.1432406902313232,-3.11929988861084,-0.0239408016204834,-6.327724933624268,8.757647514343262,1.7893855571746826,6.96826171875,2.653045654296875,-3.2206685543060303,1.8920766115188599,2.7581222,2.6131473,2.7581222,[ 3.2415552 -2.3858824]
281,8580,0.11326961868197927,0.05305390805006027,1030.7761483192444,0.02250604386138983,0.17824112625824184,0.02250604386138983,-0.14922581613063812,-5.900846481323242,-6.050400733947754,0.14955425262451172,-6.283710956573486,8.887521743774414,1.827573299407959,7.059948444366455,5.688243389129639,-6.246517658233643,1.8609143495559692,2.78769,2.8621151,2.78769,[ 3.2415552 -2.3858824]
291,8880,1.0795087865693098,0.05305390805006027,1064.7256247997284,0.02222327151695155,0.08882853703177854,0.02222327151695155,-0.027875099331140518,-3.9609782695770264,-3.9888551235198975,0.027876853942871094,-6.521928787231445,9.127485275268555,2.0192158222198486,7.108269691467285,3.415712356567383,-3.9931886196136475,1.924920678138733,2.7921517,2.7945535,2.7921517,[ 3.2415552 -2.3858824]
301,9180,1.3563494780031862,0.05305390805006027,1098.7090423107147,0.0230345767068042,0.1417956416762915,0.0230345767068042,-0.12350965291261673,0.9443787932395935,0.8183119297027588,0.12606686353683472,-5.530477046966553,8.271407127380371,1.9946900606155396,6.276717185974121,-1.3439275026321411,0.717199444770813,2.0890934467315674,2.788679,2.7457452,2.788679,[ 3.2415552 -2.3858824]
311,9480,1.3610528703045146,0.05305390805006027,1132.693692445755,0.022654286434803494,0.16136710757266434,0.022654286434803494,-0.02989627793431282,3.0777649879455566,3.0477516651153564,0.030013322830200195,-7.248155117034912,9.95363998413086,1.9376386404037476,8.01600170135498,-3.6733665466308594,3.0984792709350586,1.9162904024124146,2.7894173,2.8921936,2.7894173,[ 3.2415552 -2.3858824]
321,9780,0.9636610032225654,0.05305390805006027,1166.6722345352173,0.024526388705729204,0.0987805400903365,0.024526388705729204,0.07286076247692108,-1.6109232902526855,-1.672290563583374,0.06136727333068848,-7.004281520843506,9.617498397827148,1.8313316106796265,7.786166667938232,0.8574260473251343,-1.4232070446014404,1.8859364986419678,2.7820005,2.6982973,2.7820005,[ 3.2415552 -2.3858824]
331,10080,0.1922974487230027,0.05305390805006027,1200.4472200870514,0.023202758990037278,0.08927919853252009,0.023202758990037278,-0.1894512176513672,-4.592776298522949,-4.783143043518066,0.1903667449951172,-4.304990768432617,6.8822526931762695,1.8348299264907837,5.047422885894775,4.112768650054932,-4.607956886291504,1.6506271362304688,2.7926097,2.714787,2.7926097,[ 3.2415552 -2.3858824]
341,10380,1.019771076973134,0.05305390805006027,1234.1976115703583,0.023202758990037278,0.09554318687686038,0.023202758990037278,-0.2696446478366852,-0.2769079804420471,-0.5471954941749573,0.27028751373291016,-7.343323707580566,10.33533763885498,2.1072263717651367,8.228111267089844,-0.025447309017181396,-0.6094846129417419,2.1164395809173584,2.7980204,2.7406118,2.7980204,[ 3.2415552 -2.3858824]
351,10680,0.2096972152167771,0.05305390805006027,1267.9593858718872,0.02524150636156726,0.10030115365446868,0.02524150636156726,-0.23390044271945953,-3.6422712802886963,-3.878342390060425,0.23607110977172852,-5.93435525894165,8.737040519714355,2.074131488800049,6.662909030914307,3.263312816619873,-3.889226198196411,2.0863776206970215,2.7967775,2.7239313,2.7967775,[ 3.2415552 -2.3858824]
361,10980,0.8042190648838998,0.05305390805006027,1301.7726082801819,0.025068469171771135,0.11589228274522309,0.025068469171771135,-0.08411663770675659,-0.9093595147132874,-1.0080387592315674,0.09867924451828003,-6.1710896492004395,8.833185195922852,1.8558040857315063,6.977381229400635,0.539939284324646,-1.0974318981170654,1.8583085536956787,2.809593,2.6542053,2.809593,[ 3.2415552 -2.3858824]
371,11280,0.18824817185740628,0.05305390805006027,1335.5567181110382,0.02426833352775544,0.12518276926320374,0.02426833352775544,-0.06848812103271484,-3.9443559646606445,-4.022397994995117,0.07804203033447266,-5.636407852172852,8.295758247375488,1.9922693967819214,6.303488731384277,3.638824701309204,-4.23258638381958,1.97920560836792,2.819072,2.8992167,2.819072,[ 3.2415552 -2.3858824]
381,11580,0.16838579809270549,0.05305390805006027,1369.3356256484985,0.02367111183176825,0.09242803630607378,0.02367111183176825,-0.11144933104515076,5.337706565856934,5.2247514724731445,0.11295509338378906,-6.160804748535156,8.86139965057373,2.1160354614257812,6.745364189147949,-5.78341007232666,5.183046817779541,2.001211166381836,2.820269,2.757007,2.820269,[ 3.2415552 -2.3858824]
391,11880,0.30771280892208,0.05305390805006027,1403.1079773902893,0.02478676402473728,0.1130081458045968,0.02478676402473728,-0.16250693798065186,-0.22982057929039001,-0.39276087284088135,0.16294029355049133,-6.975838661193848,9.672354698181152,2.028843641281128,7.643510818481445,-0.19263234734535217,-0.4400220215320587,2.1088478565216064,2.8255315,2.851361,2.8255315,[ 3.2415552 -2.3858824]
401,12180,1.3515226124587638,0.05305390805006027,1440.4094705581665,0.026007053695186324,0.11527294965935383,0.026007053695186324,-0.08738996833562851,-5.858557224273682,-5.94633150100708,0.08777427673339844,-6.556703090667725,9.040602684020996,1.6720926761627197,7.3685102462768555,5.387686252593994,-5.868498802185059,1.602709174156189,2.8292732,2.9931264,2.8292732,[ 3.2415552 -2.3858824]
411,12480,1.8654459411164908,0.05305390805006027,1474.2965004444122,0.02649923440342764,0.15627307172822702,0.02649923440342764,-0.1170470118522644,-1.1644775867462158,-1.2856884002685547,0.12121081352233887,-4.9588422775268555,7.613107204437256,2.0707194805145264,5.542387962341309,0.763486385345459,-1.434866189956665,2.2379326820373535,2.8332338,2.740371,2.8332338,[ 3.2415552 -2.3858824]
421,12780,1.493641776931863,0.05305390805006027,1508.0271911621094,0.026363929871671465,0.13071500657087398,0.026363929871671465,-0.2149178683757782,4.657642841339111,4.4243059158325195,0.2333369255065918,-6.198412895202637,9.477673530578613,2.474799394607544,7.002874374389648,-5.214395046234131,4.495327949523926,2.396890163421631,2.8348207,2.8818831,2.8348207,[ 3.2415552 -2.3858824]
431,13080,0.4204596695573839,0.05305390805006027,1541.8625993728638,0.02760825568909891,0.10145747679483522,0.02760825568909891,0.13014627993106842,0.4036378264427185,0.5334463715553284,-0.12980854511260986,-6.583416938781738,9.344552993774414,2.0123109817504883,7.332242012023926,-1.2484755516052246,0.5872184634208679,2.204190492630005,2.8415277,2.9099636,2.8415277,[ 3.2415552 -2.3858824]
441,13380,0.2036460162496052,0.05305390805006027,1575.8135080337524,0.027209806395569403,0.11357933459723693,0.027209806395569403,-0.23674269020557404,4.722286701202393,4.484504699707031,0.23778200149536133,-5.3719072341918945,8.694772720336914,2.639455556869507,6.055316925048828,-5.394806861877441,4.667902946472168,2.4230127334594727,2.8391576,2.7453315,2.8391576,[ 3.2415552 -2.3858824]
451,13680,0.9883593420360111,0.05305390805006027,1609.6045358181,0.026175376904094248,0.11138615950189086,0.026175376904094248,0.033579811453819275,-9.328736305236816,-9.297258377075195,-0.031477928161621094,-5.287896156311035,8.18497371673584,2.2222900390625,5.96268367767334,8.480559349060059,-9.172333717346191,2.305915355682373,2.8423657,2.7703977,2.8423657,[ 3.2415552 -2.3858824]
461,13980,0.3097552811373463,0.05305390805006027,1643.397786140442,0.027759171366913003,0.14515984384848984,0.027759171366913003,0.053816795349121094,1.2663867473602295,1.3197344541549683,-0.05334770679473877,-5.57663631439209,8.565584182739258,2.2729222774505615,6.292661666870117,-1.9854838848114014,1.3025928735733032,2.2763030529022217,2.8471124,2.8473306,2.8471124,[ 3.2415552 -2.3858824]
