iter,fes,curr_bestf,bestf,time,distance_history,distance_gen,distance_train,d1_loss,d1_real,d1_fake,d1_Wdistance,d2_loss,d2_real,d2_fake,d2_Wdistance,g_loss,g_d1_loss,g_d2_loss,spread_history,spread_gen,spread_train,best_x
0,1000,1344815.6,1344815.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2233.8943      16.942787    86.86651      2.9635606   31.634201
 1545.3629     675.8336    2535.5415   ]"
1,1100,14928575.572417842,1344815.625,4.508742570877075,37.776728089303816,54.716297666780655,37.776728089303816,-4602.740234375,5617.36083984375,-2959.40283203125,8576.763671875,-5870.48291015625,17770.916015625,5184.75341796875,12586.162109375,1960.0599365234375,-3388.60302734375,4761.81005859375,823.9543,745.7086,823.9543,"[2233.8943      16.942787    86.86651      2.9635606   31.634201
 1545.3629     675.8336    2535.5415   ]"
11,2100,1e+20,623617.2461762693,50.48115372657776,33.49842392758437,57.202243233654,39.65157330924184,-5072.89599609375,-2604.433349609375,-12597.466796875,9993.033203125,-9261.40625,20785.8828125,4403.87548828125,16382.0078125,12229.751953125,-13397.369140625,3892.057373046875,773.683843792798,742.59326,814.7946,"[2221.65992951    7.39543399   87.13343771   31.97029001   74.71030701
 1471.26326795  527.7147745  2544.60135384]"
21,3100,17435812.568057574,523161.0360472597,98.93050479888916,23.919151396885326,62.35247382423834,33.49585321003257,-5536.3505859375,-24687.98046875,-36139.078125,11451.09765625,-7381.72412109375,18502.25,3560.54052734375,14941.708984375,34673.05859375,-35940.5,4224.80029296875,733.0585233080642,741.4677,769.4659668575636,"[2222.44813186   14.41375899   87.51439979   42.09600172   62.87807821
 1513.69525465  585.32754226 2551.90456011]"
31,4100,1e+20,523161.0360472597,146.0085427761078,18.732919022164122,55.992971627281676,24.000750776661757,-16015.158203125,-56526.72265625,-84844.09375,28317.37109375,-6339.064453125,17748.3671875,4547.216796875,13201.150390625,83599.328125,-84998.6640625,4664.4462890625,647.3235420774704,743.0164,712.2477835902961,"[2222.44813186   14.41375899   87.51439979   42.09600172   62.87807821
 1513.69525465  585.32754226 2551.90456011]"
41,5100,1e+20,282425.48550617835,192.0303750038147,21.279269982068076,62.14466330440332,19.224931477582047,-10125.50390625,-84250.484375,-112394.359375,28143.875,-8110.4716796875,19312.626953125,4319.7001953125,14992.9267578125,111880.90625,-113011.125,3767.39404296875,707.5887169537974,746.0787,652.6862569797761,"[1367.89962315   19.29889818   86.61613786   83.2935002    42.69553261
 1154.73239146 1321.15614425 2139.85928172]"
51,6100,14325941.070857681,263178.240819833,237.67409300804138,121.67280026875102,58.29776974391038,24.023944651609455,-15078.720703125,-39361.2578125,-65540.5390625,26179.28125,-9073.6337890625,20834.197265625,4889.05615234375,15945.140625,64700.12109375,-66009.8515625,4365.7646484375,772.9532239382216,740.6898,718.8633663880246,"[1676.9719881    27.97086017   86.63636802   83.74127368   28.81952443
 1043.01350852  920.14321875 2377.72269354]"
61,7100,1e+20,263178.240819833,282.55605959892273,106.77583066359695,62.381203429744886,123.9268831190136,-7049.7080078125,5538.13037109375,-8988.953125,14527.083984375,-7528.0234375,17834.2734375,3935.76123046875,13898.51171875,8637.0869140625,-9895.904296875,4196.0576171875,794.7319515803634,747.08966,778.4380441635744,"[1676.9719881    27.97086017   86.63636802   83.74127368   28.81952443
 1043.01350852  920.14321875 2377.72269354]"
71,8100,1e+20,263178.240819833,327.78642416000366,91.57384269340875,63.71252540844058,109.37435696369526,-9034.390625,21340.705078125,4806.953125,16533.751953125,-6708.42333984375,19810.849609375,5320.44189453125,14490.408203125,-6850.498046875,5329.41162109375,5070.28759765625,807.2765077601504,746.38885,797.2455008536508,"[1676.9719881    27.97086017   86.63636802   83.74127368   28.81952443
 1043.01350852  920.14321875 2377.72269354]"
81,9100,18317114.420575105,133608.74859276548,371.86701583862305,87.87477384032697,54.25608584683116,93.67502736582819,-9870.05078125,33888.44921875,16178.1455078125,17710.3046875,-7918.23046875,18972.912109375,4456.0380859375,14516.8740234375,-17030.3828125,15675.2353515625,4517.15869140625,815.2069948758616,745.93353,809.4571602727281,"[1685.17897605   21.27826591   87.47578974   90.33788785   40.28055876
  970.34592258  760.54778851 2455.43530696]"
