iter,fes,curr_bestf,bestf,time,distance_history,distance_gen,distance_train,d1_loss,d1_real,d1_fake,d1_Wdistance,d2_loss,d2_real,d2_fake,d2_Wdistance,g_loss,g_d1_loss,g_d2_loss,spread_history,spread_gen,spread_train,best_x
0,1000,49463.113,49463.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1381.8577     84.66887    86.64255   188.59792    10.774819  384.7764
  492.5561   2208.058   ]"
1,1500,989953.2805729447,49463.11328125,5.769763708114624,26.447758453231543,28.41633171467368,26.447758453231543,-4420.6171875,3744.96630859375,-4640.4619140625,8385.427734375,-3929.1181640625,7135.99853515625,-1366.661865234375,8502.66015625,5320.32666015625,-4522.310546875,-1140.0228271484375,696.0078,702.1697,696.0078,"[1381.8577     84.66887    86.64255   188.59792    10.774819  384.7764
  492.5561   2208.058   ]"
11,6500,1019494.1001859267,20842.480942389277,65.10800385475159,28.203314289707638,29.328227119361106,26.58119221847705,-6801.732421875,-17532.337890625,-26498.720703125,8966.3828125,-5916.685546875,8564.2119140625,-2431.157470703125,10995.369140625,28279.73046875,-26588.841796875,-2415.55419921875,709.8323903998831,702.1093,701.3145,"[1378.49170382   19.50250851   85.25667094   57.82712897   48.002733
  558.21213606  862.85160112 2381.99933558]"
21,11500,943696.5557446714,18264.638894155974,124.32751131057739,35.2229317810939,29.861414101423925,28.57805664693438,-1977.062255859375,-7811.85205078125,-11624.974609375,3813.12255859375,-4662.2099609375,9448.53515625,-106.50997161865234,9555.044921875,11788.3642578125,-11808.365234375,28.572437286376953,728.4198263870979,701.72424,716.417806477882,"[1405.58688566   20.89697759   88.94719801   14.79409585   68.79558277
  853.3291576   622.73084172 2568.88912341]"
31,16500,1008526.9691844167,18264.638894155974,194.57016396522522,90.66454282844798,29.413434079707105,37.663421776187896,-1081.76904296875,2462.602783203125,-431.99505615234375,2894.597900390625,-4808.525390625,8192.7578125,-1148.354248046875,9341.1123046875,855.8142700195312,-366.2606506347656,-699.3623046875,742.3281028442564,701.0748,730.5873757347938,"[1405.58688566   20.89697759   88.94719801   14.79409585   68.79558277
  853.3291576   622.73084172 2568.88912341]"
41,21500,963270.6335989067,18264.638894155974,264.74016404151917,95.00326562210877,29.40142210580206,101.2834400619574,-3615.5693359375,7101.5537109375,422.8999328613281,6678.65380859375,-4368.44140625,7725.8798828125,-874.4310302734375,8600.310546875,612.7067260742188,59.93828201293945,-960.9215087890625,758.60428038422,701.8413,744.2258585287555,"[1405.58688566   20.89697759   88.94719801   14.79409585   68.79558277
  853.3291576   622.73084172 2568.88912341]"
51,26500,947657.2872492627,18264.638894155974,334.4379472732544,85.3281587898146,29.5277263718411,95.70550633043999,-3054.40673828125,17928.05078125,11653.5625,6274.48828125,-5639.3740234375,8683.369140625,-863.1366577148438,9546.505859375,-12170.3134765625,12423.4072265625,-361.5628356933594,768.1579780052741,701.09503,760.216042406729,"[1405.58688566   20.89697759   88.94719801   14.79409585   68.79558277
  853.3291576   622.73084172 2568.88912341]"
61,31500,833106.0700269636,18264.638894155974,404.12054347991943,76.59877621055628,30.122920033700094,86.35728534171243,-2970.599609375,23128.55859375,17302.349609375,5826.208984375,-4401.5478515625,7382.4287109375,-1476.3380126953125,8858.7666015625,-16230.1484375,17306.794921875,-1538.067138671875,777.7274985145976,701.9533,768.9509987829266,"[1405.58688566   20.89697759   88.94719801   14.79409585   68.79558277
  853.3291576   622.73084172 2568.88912341]"
71,36500,924296.6890623213,13871.12754339785,469.18822836875916,69.736838681567,30.327713655065708,77.31512998900111,-4623.083984375,27610.220703125,19690.212890625,7920.0078125,-5064.4423828125,7789.65185546875,-1545.1041259765625,9334.755859375,-19119.703125,20090.931640625,-1387.4698486328125,780.8398732073084,702.48615,777.9659405359042,"[1330.26199156   36.07332815   85.8219133    77.88128711   23.78665004
 1077.57847334  773.97966542 2508.02319886]"
81,41500,953768.4734248995,8628.117894077915,537.0915474891663,63.32993899375931,29.026840506654604,71.65165026981757,-3932.518798828125,28422.041015625,20562.14453125,7859.896484375,-4344.529296875,7581.615234375,-1687.05517578125,9268.669921875,-18734.515625,20031.5625,-1852.9234619140625,784.1490708523269,701.2851,781.266066914388,"[1301.13254098   22.34578436   85.84147213   73.22905435   40.20907092
  922.85274737  917.30607893 2360.00689813]"
91,46500,889390.707085286,6.976363733539254,603.4739384651184,56.31020490934529,29.729264289411233,64.45550025520106,-5060.775390625,28276.748046875,18658.08984375,9618.658203125,-6401.724609375,9098.953125,-1918.84912109375,11017.802734375,-18057.806640625,19182.0546875,-1606.068603515625,791.224802179188,701.59033,784.7954108301576,"[1334.59970204   34.30722928   85.84154016   72.76616353   35.03275632
 1076.67537614  770.5324513  2499.27260802]"
101,51500,1011781.9550373348,6.976363733539254,661.1850299835205,51.36852766968229,28.857359792772957,57.40958000332452,-5780.798828125,30365.0,19419.8515625,10945.1484375,-4637.5732421875,7747.93408203125,-1434.1839599609375,9182.1181640625,-17750.234375,18948.125,-1711.2730712890625,794.2375289460948,700.6348,792.1193711622863,"[1334.59970204   34.30722928   85.84154016   72.76616353   35.03275632
 1076.67537614  770.5324513  2499.27260802]"
111,56500,990900.7282433439,6.976363733539254,718.9895718097687,46.82221783699205,28.996378906643336,52.05611333221597,-5924.63916015625,31284.337890625,19370.904296875,11913.43359375,-5735.4296875,6952.05615234375,-3370.479736328125,10322.5361328125,-16758.017578125,19161.845703125,-3434.03955078125,796.3660171023176,701.7477,794.1609148961398,"[1334.59970204   34.30722928   85.84154016   72.76616353   35.03275632
 1076.67537614  770.5324513  2499.27260802]"
121,61500,866353.2612115203,6.976363733539254,776.7041237354279,42.41750216253253,29.222774247118835,47.32471733722366,-8142.2421875,33472.01171875,19033.33203125,14438.6796875,-5294.40625,8443.2763671875,-1338.9588623046875,9782.2353515625,-19067.01953125,19957.845703125,-1272.6082763671875,797.8790157530312,701.83966,796.840881150572,"[1334.59970204   34.30722928   85.84154016   72.76616353   35.03275632
 1076.67537614  770.5324513  2499.27260802]"
131,66500,828850.8292950703,6.976363733539254,834.2995159626007,39.20075513450669,29.3801449244699,43.327964642255075,-6845.41162109375,32430.3125,19026.55859375,13403.75390625,-5902.7275390625,9116.3935546875,-1302.03515625,10418.4287109375,-19127.087890625,19553.134765625,-608.6371459960938,798.1540415461099,702.16754,798.1422912311757,"[1334.59970204   34.30722928   85.84154016   72.76616353   35.03275632
 1076.67537614  770.5324513  2499.27260802]"
